Customer ID,Survey ID,Date of Survey Submission,Survey Questions,Rating Scores,Comments/Feedback
84e6acdd-cfa6-4a0a-bc9a-81e6a9b7a0a4,8e26ad9d-2cd1-40b8-8231-d8d599807b86,2025-02-02,"How would you rate the quality of our product?, How satisfied are you with the service?","3, 1",Certainly wear kitchen common nation.
89463b76-6163-466c-8fb9-66a87959f2ef,0ab4f2b5-6de1-4960-8cda-e05f8067db98,2025-02-01,How easy was it to use our website/app?,4,Affect million heart sure high employee necessary mission environment.
903865ae-c6c1-471e-b07b-17a3b8046cce,055a4abf-58cf-4d82-bd4d-77701c14ea86,2025-02-02,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?, How satisfied are you with the service?","2, 1, 4",Recently subject arrive four wear their stand he last federal work common.
5caec476-e93b-4d55-be32-b51daf565342,f2f83a17-d557-4fb1-9429-12d457e22234,2025-02-01,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?, How satisfied are you with the service?","3, 1, 3",Word eye along marriage news senior else billion tree fight news good money trip player.
9a0bc997-9ac7-4fcc-afa4-95c137cd9ad4,ebde598d-7ae1-44d5-a01d-c49f487239f7,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the service?, How satisfied are you with the delivery speed?","3, 4, 5",Southern push I remain scene reveal size out public security down practice if.
4e20e29d-80cf-4fb5-8bdf-6a7e83121de0,5c2f5d5a-5170-4eea-a2ac-34b52a85c342,2025-02-01,"How likely are you to recommend our product?, How easy was it to use our website/app?, How would you rate the quality of our product?","4, 1, 1",Bar meeting during wall usually short.
2dc1d951-d7df-414d-9235-57fb143ccf90,638bbcae-d334-4512-9df3-6bdd212ae149,2025-02-01,"How satisfied are you with the service?, How satisfied are you with the delivery speed?","4, 2",Use feeling score knowledge threat report.
b8f6b346-d5d5-48eb-8967-dfcf763ac774,f45113b0-19f9-48c9-a3fa-487cb97d0115,2025-02-02,"How satisfied are you with the service?, How would you rate the quality of our product?","1, 4",Citizen fear keep wide nice evening necessary early newspaper sport.
b81ba641-1e1e-4224-9ac1-2631dedef867,6d44112d-a6e9-40bd-bc85-94f4584993a2,2025-02-02,"How satisfied are you with the service?, How easy was it to use our website/app?","3, 4",Return successful themselves enter move team add.
c065dbc9-fb17-4bb0-ad2b-6ae3b3b5d1df,7db2dc2d-3262-4024-a876-c2ba094f6205,2025-02-02,How would you rate the quality of our product?,4,State miss part hit audience throw son book information decade everything begin center sound.
a401d10a-561c-41ff-9b44-a0878cb01073,4e1afb3c-59a7-4eea-b13f-3df3c7125eb7,2025-02-03,"How easy was it to use our website/app?, How likely are you to recommend our product?","3, 4",Employee leg hour my management listen total.
fdcc37d3-47cc-4526-8953-a71b458887ba,172b9a6c-ddfe-4f72-98cd-2b2a254d284a,2025-02-02,"How likely are you to recommend our product?, How satisfied are you with the service?","4, 5",Various four represent good professional so social son democratic.
97274545-1f55-4398-b699-cdf94240b5ba,c15277ed-4414-4ec7-a297-c3f66340d55d,2025-02-03,How would you rate the quality of our product?,4,Exactly whose lawyer community central order method north condition none next build direction born pull easy.
0758a9ab-1891-46e1-b9a4-6f56be188118,7231d11a-6c80-476f-a8a8-ef31d9878b63,2025-02-03,How easy was it to use our website/app?,1,Point stand reason tell face body.
92771943-ac5f-4227-93d0-7109255a2a6d,c2089850-137a-48ca-8a38-f86dd8880ad4,2025-02-02,How would you rate the quality of our product?,3,Race mission probably save pull throw because cause area interview media information.
3a7d1990-3ba2-428a-b09d-62d5c45f478c,2b6c3cb7-6359-45e2-872c-27dfa28da7c5,2025-02-02,How easy was it to use our website/app?,1,Agreement program financial range today close treatment.
8e715f99-3608-4ce9-bade-4b8ae00c9308,3522296b-4d04-4e93-a146-2321d5d568d9,2025-02-03,"How easy was it to use our website/app?, How likely are you to recommend our product?, How satisfied are you with the service?","3, 5, 2",Activity risk property view defense condition present.
e259b717-55a3-4c92-a132-586a9cb0b0f2,58907da3-256f-4d24-bd6d-d19065bb4108,2025-02-02,"How satisfied are you with the service?, How likely are you to recommend our product?, How easy was it to use our website/app?","3, 1, 4",Measure trade spend nation card.
3b89cb46-0026-4e16-905e-10941fa3b01c,a6f6f8eb-2792-4dde-b9d0-5be2a04e55d1,2025-02-03,How easy was it to use our website/app?,4,Your church religious significant ready.
aff1fb5c-7fb0-4ba7-a5ea-f2b0454c3353,079c9490-f45c-4806-a1fb-163c2af90684,2025-02-03,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?, How easy was it to use our website/app?","2, 2, 2",Together statement new remember mission great.
cef29c6e-b29e-4f18-baac-2993d22de3fd,6ec6700e-0789-4f06-9988-e0eb1b468ea8,2025-02-01,How satisfied are you with the delivery speed?,3,Assume cold fill land include no woman.
cf96b6c1-7a53-49f2-8f9a-62b3cdd29641,0f1a1f34-89f7-433a-97dd-82380f2e402d,2025-02-03,"How easy was it to use our website/app?, How satisfied are you with the service?","1, 3",Four meeting white item lot around before may teacher land add respond many write many group worry cell order.
9525f4c9-5c7b-4163-9a85-2a3a5057259c,f47ce23d-723f-42a7-8ba7-cc50a27f7a39,2025-02-02,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?, How would you rate the quality of our product?","5, 4, 3",Dinner between career statement how decide possible agree.
3a0242df-bae0-4c53-8959-4669f7e2664b,55159c36-cb42-4fa0-8380-7b16cc97a382,2025-02-02,How easy was it to use our website/app?,5,Attention like major lawyer show lot than individual one population key lose head.
da3ea808-36ed-4004-a72c-68e5d1b15b33,a72f87fb-cd38-4b3e-9b31-bd90423c8ae2,2025-02-01,"How satisfied are you with the service?, How likely are you to recommend our product?","4, 3",Successful free store art leg reveal reach police worry.
98824cf3-ef33-489a-8352-c7faf82752da,22015af9-4d7f-449c-8521-17e92f58a4f4,2025-02-01,How satisfied are you with the service?,1,Chance artist appear police.
b710aa8e-b0bd-463e-a363-33e17f365b76,f8a52ac2-ad25-496c-a052-fdb06b4953af,2025-02-02,How easy was it to use our website/app?,5,Agent age film whatever history trip back opportunity seat plan well note charge thing difference serve.
02b9b3ac-e3a6-4799-ad82-ed3932818b24,b521a3f4-26aa-40f1-a21d-b9238c2b719b,2025-02-03,"How satisfied are you with the service?, How easy was it to use our website/app?, How would you rate the quality of our product?","4, 5, 1",This industry purpose should church both skin society conference traditional floor raise describe history amount soldier may avoid street.
75c9c531-d2fe-44c9-8edb-e45123319210,b3f7caa8-d3e4-41d3-ac85-ccea9e07d078,2025-02-01,"How likely are you to recommend our product?, How would you rate the quality of our product?","5, 2",Follow table check performance place research pick particular great others top once himself practice.
3180c0e3-bd0c-433a-8c40-8aab9eeafb7d,92178617-4ef5-4b42-ba24-a1ba8edffd59,2025-02-03,"How likely are you to recommend our product?, How satisfied are you with the service?, How would you rate the quality of our product?","4, 4, 1",Most structure relate body continue reflect be think sea similar standard short outside.
ea822693-24f8-4e7d-a451-44d9b00e4e82,af1725ab-bf62-43be-a1f7-edbfb700f0f8,2025-02-01,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?","4, 1",Material dark focus control suddenly.
893050bf-7112-4cb9-b11d-c1962dcbab1d,867c1c50-575f-45a8-96f5-fcb0cd4cefc8,2025-02-02,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?","1, 2",Pick structure black require speech high money movement threat so.
46361f9a-a30c-40d2-8d2a-ec83e56ce2a2,d056340b-d330-4683-87e6-cd40efd2ba66,2025-02-02,How likely are you to recommend our product?,1,One many box fire.
6c9998bb-3572-48fd-95b4-0f7511828519,f22d80f5-6dab-46c8-836d-887a3463a6a0,2025-02-02,"How easy was it to use our website/app?, How satisfied are you with the service?","3, 1",Employee six listen produce sound.
ce0e9b37-a713-4992-960a-5d169c2c0106,31696e26-5135-4484-9acd-6b95a421f9b6,2025-02-01,"How satisfied are you with the service?, How likely are you to recommend our product?","4, 2",Scene resource evening them her force pattern resource sign minute just lead.
509dc4d1-18ba-4cd4-b4ee-ccf457782eda,d48fa6b3-4274-496b-b441-7be1555d0cb6,2025-02-03,"How easy was it to use our website/app?, How would you rate the quality of our product?, How satisfied are you with the service?","1, 2, 3",Always purpose young foot attention on.
c1b9bb1d-0e57-4e4f-91ad-14df0abc16cc,2c153673-4e31-427f-8683-af76d2562bd7,2025-02-01,"How satisfied are you with the service?, How satisfied are you with the delivery speed?, How likely are you to recommend our product?","5, 5, 4",International manage official garden real decision.
07586440-061f-4b78-9c01-7c270abbdaa1,b34b0e96-b9df-400a-aefa-073c9c823d90,2025-02-01,"How would you rate the quality of our product?, How easy was it to use our website/app?","3, 1",Type voice continue blue large health health general spring society idea myself newspaper simply.
d295d7a4-96f2-46af-8ab9-2c6d5f503d42,eb3547e6-d96c-43a8-9b31-78aac6c958f3,2025-02-01,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?","3, 2",Letter conference north several blood contain also make civil as authority owner step growth.
e36a1a6b-f2fa-4075-bf21-7aa3bc352d16,45060d3d-beba-4c26-88f4-10d80193fbe7,2025-02-01,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?","2, 3",Born parent case of.
53d1b9ef-09f2-4ae1-89bc-95aaf0649336,b2d37572-e0cf-4fa3-8f25-db197e41db03,2025-02-03,"How likely are you to recommend our product?, How satisfied are you with the service?","2, 2",Summer enough down.
ebcade98-ec1f-45a8-ac1a-6ad837cabc61,17d0758d-a5e8-4374-b237-46999478e306,2025-02-03,How would you rate the quality of our product?,2,White hope fact step information position without anyone so say yourself decision.
1c8ce9b4-cb7d-467e-a25b-07f2292f511e,2d43d35e-aade-4321-b858-aaaf4c5334cd,2025-02-01,How likely are you to recommend our product?,2,Simple message last.
756b9e43-4e98-4a36-b1d7-0057f7644344,40ada540-e9df-44e4-86e5-ad6f353229f9,2025-02-03,"How likely are you to recommend our product?, How would you rate the quality of our product?, How satisfied are you with the service?","1, 4, 3",Situation sure task three chair list ball like report say would effort always political number indeed speech.
39a199fe-aa67-4b47-ae18-d69fadaf7ac6,18a82ee5-65ab-4447-bc6f-4f08eec0ec65,2025-02-01,"How likely are you to recommend our product?, How would you rate the quality of our product?","5, 1",Quality about direction election pick democratic.
747ae3b0-ecbc-43b2-a03b-f6da991e3714,8b0fe71c-ec02-4809-9ee5-949d66460d10,2025-02-03,"How easy was it to use our website/app?, How satisfied are you with the service?","4, 4",According assume against also.
eb7c1cd1-e20b-4863-974a-37557cf0f335,50b8442a-9c1b-466d-8cba-0ca74dfae216,2025-02-01,"How easy was it to use our website/app?, How satisfied are you with the delivery speed?, How would you rate the quality of our product?","4, 4, 4",Live bag strategy occur experience would of still activity friend common box.
83f25e48-c70c-4bb8-8401-8c9a54a2c6af,65decdbc-e1d7-400d-9d04-0a2d3b50ec93,2025-02-03,"How satisfied are you with the service?, How likely are you to recommend our product?","3, 5",Pass campaign act really major family woman toward put.
000fab6f-54ff-4331-807f-8bacef380d4e,ae190aef-5c91-43ef-8a10-87fc601add7f,2025-02-02,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?","4, 4",Research hotel with will modern would born understand body yard catch.
102b1e61-63d4-473c-ad7c-a5a368711df4,bb660678-55f6-4524-bfd3-7ff3abe891cc,2025-02-02,"How satisfied are you with the service?, How satisfied are you with the delivery speed?","3, 2",Day too every particular safe fact rich author what all rock debate produce thought control.
d8412dcd-b519-44de-bffa-193dbca805dc,cbc08945-a2c6-4244-beb1-b849e6b50d7a,2025-02-02,How likely are you to recommend our product?,3,Edge strategy course economic do civil matter.
04081aaa-af90-40f7-993c-7c0a24ec428d,c36c5c0f-480b-4e4c-9849-e43b4f6db463,2025-02-03,How likely are you to recommend our product?,5,Town major rise year program believe able play late beautiful.
c53ad55c-f0c4-476e-8ee2-ce7a5434503b,6fe33e54-76d5-411b-9d2b-b9074bb56884,2025-02-03,"How satisfied are you with the service?, How likely are you to recommend our product?, How satisfied are you with the delivery speed?","3, 5, 4",Race table fill often day investment.
2f5bb7b8-eed7-4b41-a66b-dcce0f385dfe,0b916a11-5e3c-4ff9-95d7-c422b475cda1,2025-02-02,How satisfied are you with the delivery speed?,1,Firm ball trip well everybody everybody truth fear.
ebe4fec2-2e8d-4e4e-9b10-a82c863a0d6b,99a72cf1-c3cd-4e81-9cbd-060cf8f1f26c,2025-02-01,"How likely are you to recommend our product?, How easy was it to use our website/app?, How satisfied are you with the service?","5, 1, 2",Various recently beautiful read yourself population game recognize as best somebody.
23e29073-93e6-4c3d-96f0-c5e413062427,fc1bfdeb-ce08-4c0e-85e2-453836b02043,2025-02-03,How satisfied are you with the service?,4,Store green than way customer detail worry detail.
f75b9860-82ba-4070-a88f-12c40efef4f8,9eecdd38-2880-4dea-ae93-f45528400ad9,2025-02-02,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?","2, 3",Production Mr add cell series form our attention with.
c7f1c6fc-b7e4-4fbb-969f-7084462df74b,a2d14f8b-ec41-440a-829b-3c56bbc2ef0e,2025-02-02,"How would you rate the quality of our product?, How easy was it to use our website/app?","4, 5",Level fight argue tell certainly civil build something rise rock.
d945841e-71d8-4721-abcb-0c5c4fdfc949,3da48ae7-fecd-4efa-acbc-2b36fdd5bc48,2025-02-03,"How easy was it to use our website/app?, How satisfied are you with the service?","5, 1",Something necessary issue character into law little thousand however claim back reason recently spring admit trade final up affect agency.
4cdb20b5-a418-4f45-85c8-46050921341c,65b19665-4cde-4b47-9821-d6abb2628878,2025-02-03,"How likely are you to recommend our product?, How satisfied are you with the service?","4, 3",Who his thank final school seat decision young begin term successful collection.
0a44477b-bc6d-4065-8e52-4c05e9664f25,5d726889-4b5d-4543-8dfe-73fb640c17af,2025-02-03,"How likely are you to recommend our product?, How easy was it to use our website/app?, How satisfied are you with the delivery speed?","4, 3, 4",Coach doctor town heavy evening prevent.
4acbde30-9d26-483c-a2dd-aa090c63c962,02895ba5-10f1-49c5-9805-fe491447da34,2025-02-02,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?, How satisfied are you with the service?","5, 5, 3",Itself nature phone half strong else shake coach none book thought.
dbf10d99-fae7-49cb-9764-bf6b072874b2,ceba5ca8-56a1-4e6f-8ee0-0023fdbd16ec,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?","2, 2",Husband prove finish democratic.
cf1a792c-7647-4dea-9f3f-499e438068be,7935b6c5-b8b5-4699-8f16-a3a75e7cfd23,2025-02-03,"How would you rate the quality of our product?, How easy was it to use our website/app?","3, 3",Usually man story several laugh town grow green.
7ea9573d-7905-4c08-9a54-a16ee2f0ee9f,6add2577-4720-4b8c-97dd-5a2d4b93bbbd,2025-02-02,How satisfied are you with the service?,5,Girl wind head baby hear political know professional threat.
5d73f649-60f6-4516-b147-addb721956fb,e64238ad-f207-430f-8b48-4be856bf552e,2025-02-02,"How would you rate the quality of our product?, How likely are you to recommend our product?, How satisfied are you with the service?","4, 1, 1",Dinner world trouble maintain strategy study.
8d703d7c-90fe-41ad-9d3b-fa32a6bfc185,f6ec6b90-1f09-4b9d-aa12-80be81126981,2025-02-01,How easy was it to use our website/app?,2,Stage seem night music another short budget standard nor full eight hear public loss edge decide.
b6f38cd9-8a66-487c-a1d1-28482f0cc8b5,af234c44-256d-4359-885c-d73430f9a07d,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the service?, How easy was it to use our website/app?","5, 5, 1",Do statement language nothing any name a poor nothing condition beat professor car real tend product successful try.
f089a6dc-e873-43a2-9116-83e342a8b8d4,3f9cb5df-2a49-46ea-8714-8c71a959d3b3,2025-02-01,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?, How satisfied are you with the service?","3, 5, 1",Trial hit plan can reveal probably heart.
ec924ff8-8476-4ae7-855a-ace30fb46d49,6f3f3b0e-1a59-4dbb-b99d-f1c60bce4742,2025-02-02,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?, How likely are you to recommend our product?","2, 1, 1",Rule enough television actually large those piece official especially.
db80b466-684b-424a-9078-2bce1f30b133,52ffaa63-1592-4638-8810-e7bac5f9b186,2025-02-01,"How easy was it to use our website/app?, How would you rate the quality of our product?, How satisfied are you with the delivery speed?","5, 5, 3",Point large same well free film reality year kind know better century condition traditional window wonder.
09a1f860-8b3f-41e9-806a-bc744140b52a,3f89d761-a547-4b15-bfb2-02d6df30055f,2025-02-03,How satisfied are you with the delivery speed?,5,Own set his computer hope coach suffer daughter wife beautiful system past reality that.
a3643e6a-1925-417d-bf72-2a6a44a6ebfb,f1e152d5-4a01-4e06-baa0-65726e7b1914,2025-02-01,How easy was it to use our website/app?,2,Quickly defense one pull place time painting firm about.
b3d9e185-6454-479e-9f18-1c0df280f648,bbd518a9-bac2-4872-aaed-f57fda721acb,2025-02-01,How would you rate the quality of our product?,4,Research black practice black fill concern ahead draw.
ce56cece-c202-4f57-a39a-12d6023a85f5,2e5c5c13-8833-470f-9ca2-0d769c6f8491,2025-02-01,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?, How easy was it to use our website/app?","1, 4, 2",Son PM work wonder future ball truth.
3f31939e-200d-425b-a76a-146b77442e65,0e15f500-b4c5-47eb-8b5e-1095c65837e7,2025-02-01,How satisfied are you with the delivery speed?,2,Those into imagine risk knowledge beyond speak appear from phone focus worker measure.
99cf97ad-24db-4124-b1f5-381032287f5a,ecc49ef0-82a0-41fa-96dd-d8eeccf80bd4,2025-02-02,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?","5, 3",Which enough leave two chair late concern over.
7e8f7bb7-a969-4b6d-985c-bc2823253e4f,172e1f73-6444-480e-b9fe-b43e5137ca75,2025-02-03,How satisfied are you with the service?,5,Leg analysis cultural single.
314391e5-b6f2-4f97-9786-55d2c93f8dce,ae1d72b2-8ecc-482b-881b-1cbd880d009b,2025-02-02,"How likely are you to recommend our product?, How would you rate the quality of our product?","1, 1",Moment there best although page third risk middle assume.
bda52b52-f20d-4c31-a2b7-6a37cc785b47,8ea3fffe-78a7-4a3b-9f70-7c826f23c071,2025-02-03,"How easy was it to use our website/app?, How satisfied are you with the service?","5, 1",Loss best network career garden billion write my side discussion yes sing test.
31dd7e58-57a7-48e3-8f34-dd2f9886f788,75e3a610-a474-435c-89cc-58709c630376,2025-02-03,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?","3, 5",Middle strategy including treat American away week local others attorney director on official difficult wrong drug real prove win suddenly.
3f0bdf64-ade9-469c-8808-6d7003260429,0b72d073-eb15-49a2-95da-b8d3aa498feb,2025-02-02,"How satisfied are you with the service?, How easy was it to use our website/app?","3, 3",Decide their visit there become only speak.
686c3a91-dc32-43c0-a7d3-330da4ef8dca,19bfbf8b-e1ff-435d-9ee0-72e72fc1718f,2025-02-03,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?, How easy was it to use our website/app?","2, 5, 1",Lay share ago dinner street expert character nice.
056a1aa0-79b1-4bf7-86cb-af75c4a9f6de,f46791e2-9977-4392-b6c2-0829541f8a11,2025-02-02,How would you rate the quality of our product?,2,Among social environmental.
fd8b7569-21ba-4a07-a7e5-e4c6b83205ac,040d5244-f27a-443c-ad6d-65ef401a4e82,2025-02-01,"How satisfied are you with the service?, How satisfied are you with the delivery speed?","3, 2",Theory lot morning certain include thing.
8cdaad10-e57a-44cc-8e84-009b445a9dc5,9d2bacbf-30e6-4c7e-86b9-7a7726b579e6,2025-02-01,"How satisfied are you with the service?, How easy was it to use our website/app?, How likely are you to recommend our product?","3, 4, 5",Six building language main reason year business ball hear.
643db0a0-c9c4-4106-82b9-805d7a2de8f9,e0836c42-0e9a-41ee-8d3b-afee9496b2c6,2025-02-01,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?, How satisfied are you with the service?","1, 5, 2",Have his also serious dinner hot weight pretty investment authority a bad use party money.
7db622c4-b71a-4c6f-b902-835903e7b30e,aa1e591d-66ff-49eb-afb2-aac7c03d1990,2025-02-03,"How satisfied are you with the service?, How would you rate the quality of our product?","1, 5",Near huge administration customer.
74929d99-aba1-4f8d-9b38-38c501221934,2ef33e0b-c828-4744-b641-cba83d1c39a4,2025-02-01,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?, How satisfied are you with the service?","4, 2, 4",At law if same wonder management.
41996b19-cfa2-4c1c-9d8c-047a2aa56c24,dfc2c730-cac6-49fc-a578-2402bdcb3157,2025-02-03,"How satisfied are you with the service?, How likely are you to recommend our product?, How easy was it to use our website/app?","4, 5, 1",Door such pressure guess health brother forward seem name share white.
adc2a980-646d-44d4-a7fd-56016aa92e75,7b48f2db-e88b-463f-8c94-9a7e4de17ffb,2025-02-02,"How easy was it to use our website/app?, How satisfied are you with the service?, How likely are you to recommend our product?","2, 3, 2",Real drug father standard board test dark treat.
6625763b-faeb-405e-bf52-177505d2dd8a,7772e54a-fb90-43c8-b7db-e80fbcdf86db,2025-02-03,"How likely are you to recommend our product?, How easy was it to use our website/app?, How satisfied are you with the delivery speed?","3, 5, 2",Then individual new threat young.
838ba950-3cf8-41ec-9a1f-f7082e23d0d5,ef51eb08-689a-4612-bda7-389de0d99d99,2025-02-01,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?, How satisfied are you with the service?","3, 3, 4",Art ground management billion.
0de6e488-60e4-4537-8b28-25ca2e0633e0,c32f3d87-856d-4db7-b2dc-17a17e8641ce,2025-02-01,How satisfied are you with the delivery speed?,3,Style key avoid institution by pressure public democratic source reach factor necessary instead process table.
80bdab34-f5fb-40f9-8c1e-4f952c63301c,7b709f3f-0d4a-4950-9c8b-cff1cb65acf3,2025-02-02,"How likely are you to recommend our product?, How easy was it to use our website/app?","4, 5",Computer station air inside somebody where worry century until.
a6e41a9e-941b-4336-9b7e-02a732123cc3,1c6166d0-1327-4269-ac1b-d61369a734e2,2025-02-02,How satisfied are you with the delivery speed?,1,Watch agency national discover affect whose pretty view station push.
5a54b97d-252d-46b5-a1c5-e0c14d187844,65b79046-045a-45b6-a983-58591c85c665,2025-02-02,"How satisfied are you with the delivery speed?, How satisfied are you with the service?, How easy was it to use our website/app?","4, 4, 5",Trial already toward recognize young high.
af6ca9cb-9dd9-497b-911d-eef000d64205,c919b745-3cbe-46ab-a2b1-d5d63e34c249,2025-02-03,"How satisfied are you with the service?, How would you rate the quality of our product?, How satisfied are you with the delivery speed?","3, 3, 4",Experience shoulder part scene great type hand after win throughout red.
7ea450f2-846b-405b-9534-9f2fdc519b42,20bf28ec-eb65-4c00-9d8e-0915be46e41d,2025-02-03,How easy was it to use our website/app?,1,Age laugh claim president event.
b429a4a2-846d-4acd-859b-f031cc399fe4,8510c1bf-b372-4829-907f-3ef348797cb7,2025-02-01,How would you rate the quality of our product?,3,Late sometimes during month letter democratic just long must summer.
6083f81c-4155-43c3-a4bf-d609a97cd760,adc6bae5-f93c-4785-af58-dc471d96c7ea,2025-02-03,"How would you rate the quality of our product?, How easy was it to use our website/app?","5, 2",Hard cover new most kid clearly.
1a99efaf-7520-4753-8374-8fe6136a31f8,5194a153-7a6c-4ffe-af4d-fb967290ce14,2025-02-02,"How satisfied are you with the service?, How likely are you to recommend our product?, How satisfied are you with the delivery speed?","3, 3, 4",Interesting guess father commercial realize agency nice third.
989f5d0a-4b68-4624-afdf-6f3afbe33fbc,848c0565-f529-4cb6-993a-5b8046508705,2025-02-03,"How would you rate the quality of our product?, How likely are you to recommend our product?","4, 4",Later them successful best him region blue since pick one away loss recognize forward.
af87130b-f13d-453b-baf9-5a34f40d0bb2,d4f2cce5-a5aa-40b3-b9d5-985d1a02281b,2025-02-03,"How would you rate the quality of our product?, How satisfied are you with the service?","4, 5",Maybe nice yourself church capital across.
8b67bb32-b2c7-483c-81dd-57944614a71f,6c644f84-2cfa-4525-8bbf-5913b7bcf594,2025-02-01,How easy was it to use our website/app?,3,May tax official action tree doctor nation how most bag I try four.
144418e6-de43-422a-89f8-7fbb1c46c143,6ad85468-8060-4d7a-adeb-cfb70e33343a,2025-02-02,"How likely are you to recommend our product?, How easy was it to use our website/app?","1, 2",Produce car into represent if series among bad mean by kind sister the near against.
6b9bdf0a-a77f-4a6b-9bca-fdf331e4f979,683eefff-3b18-4468-be9d-92f064f4735b,2025-02-02,"How easy was it to use our website/app?, How satisfied are you with the delivery speed?, How satisfied are you with the service?","4, 4, 5",Involve society service white loss free line stuff south rest community us risk free subject analysis issue law.
4b1b4da5-6746-4f25-8cfe-5216e060d2b6,3821c0cb-fa75-4278-88ec-08f457622075,2025-02-02,How easy was it to use our website/app?,2,Weight let among resource special quickly just purpose voice.
35dfcc6b-46b1-4352-ac99-64e326a52815,e625f5c0-cec6-429e-9ab3-ef459338bcc1,2025-02-03,"How likely are you to recommend our product?, How satisfied are you with the service?, How easy was it to use our website/app?","3, 2, 5",Of good their yes these certain natural Mr main music.
8b0191e3-ae25-48e7-b7a0-2806bb9db5fb,be680abc-cacd-4edb-abab-47a2086c507f,2025-02-02,"How easy was it to use our website/app?, How would you rate the quality of our product?","5, 3",Final down do account agree sister word environmental value.
8a788eb7-5ab8-4b27-8934-ea016f4bf14a,3fd34721-a02d-413e-9a7b-3cfa2fbd547d,2025-02-03,How easy was it to use our website/app?,4,Hotel piece reason stuff receive culture rule.
7ac073d5-737f-4e13-8894-2404e6ecbc9d,3ed6a3d5-00e3-4071-8b1b-e01288ccecf3,2025-02-01,How would you rate the quality of our product?,3,Foreign official include exactly commercial economic next individual positive.
9b313e31-1959-4963-ab3b-bfa025c77926,030b2fdd-3920-4f2e-97f9-136f0d02264c,2025-02-03,How would you rate the quality of our product?,1,Actually walk beyond space state final back course dream.
2803f1d3-64d3-4ab3-ae1b-f196578a03db,5a8cab6e-31f0-466a-b7d9-e0b5ec459daf,2025-02-03,"How easy was it to use our website/app?, How satisfied are you with the service?, How would you rate the quality of our product?","3, 4, 4",Apply including stay enjoy wide current more.
c786a473-1fa4-4ddb-815e-ab50f9163892,a381bdf7-931f-448f-a06d-fbf725b9514c,2025-02-03,"How satisfied are you with the service?, How would you rate the quality of our product?, How easy was it to use our website/app?","5, 5, 5",Benefit how mean property raise out and someone.
0047d673-da05-40ff-99be-bcec8863607f,02d713f3-04ac-41b4-9116-34f0f8ce0b5b,2025-02-02,"How likely are you to recommend our product?, How satisfied are you with the service?, How would you rate the quality of our product?","2, 2, 4",Remain kitchen leave tonight money rise.
cda22eb8-4291-4326-a6f0-4717a1f26746,4637422b-bf04-4e74-a28e-5f47602b2312,2025-02-03,How would you rate the quality of our product?,2,Check center record treat such discover author religious program hour determine throw responsibility owner country.
6b258895-60fe-42f9-8094-48c13574ae41,8e76c1a7-7d4f-403c-aab4-b934611c25bc,2025-02-03,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?, How would you rate the quality of our product?","1, 1, 1",Production fight degree rise rule speech mention think tough on after where.
e95a0c18-05dd-47d3-bba9-506222928049,9b1a8a15-b2e8-4e08-baa3-cc92c0cfb6dd,2025-02-03,How satisfied are you with the service?,5,Others four western certain method can.
45996c52-cd8e-43e7-b307-7b3f525d0071,0822dc81-c89f-4a9b-9bf7-8f8aa64c1001,2025-02-02,"How easy was it to use our website/app?, How satisfied are you with the service?, How likely are you to recommend our product?","3, 1, 2",Building perform reveal me first.
bcd7f218-05ca-44b9-8e4c-d089a37e5e0d,2a390211-06cc-4d73-a28f-ee6b6affc8be,2025-02-01,"How satisfied are you with the service?, How likely are you to recommend our product?","4, 2",Reason leg else federal.
e4a1ae68-7e4a-4183-b429-766a0cb6c53b,5d755989-7754-4a21-b3c1-462d74a354ed,2025-02-02,How satisfied are you with the service?,5,Gun thing their these wrong significant especially.
681cd6ae-a860-49e0-b649-f5da9db55ee5,686824fe-e1b7-4495-86df-710f016fb198,2025-02-02,How likely are you to recommend our product?,1,Number wife attorney cup change process meet me let.
7c633cf7-6d82-4e42-903c-be0f5b084ddd,5a2bc6e9-e221-4d3e-9d31-f12aa5ea90d5,2025-02-03,"How satisfied are you with the service?, How would you rate the quality of our product?","3, 5",Beyond do middle heart for.
