Customer ID,Date of Last Purchase,Number of Transactions in Last 30 Days,Total Spend in Last 30 Days,Frequent Product Categories,Response to Marketing Campaigns
174275fd-6bc4-4403-be8c-fff599dcac76,2025-02-03,6,338.68,"Electronics, Books, Sports",Opened
1212b488-be38-4538-b426-3825946a2819,2025-02-01,14,855.38,"Clothing, Books",Clicked
4d65d39f-ba84-45e4-9d9b-864e2c02f19e,2025-02-01,18,1566.09,Groceries,Converted
335e6e73-f8d7-4e07-89e2-b77789c96b9b,2025-02-01,13,552.59,Electronics,Ignored
7b666fbc-c277-4fb3-8741-aed4b102edac,2025-02-02,19,1491.96,"Furniture, Toys",Clicked
314ca288-03d8-4b44-83a1-5e7b2e894673,2025-02-03,8,1542.47,"Furniture, Books, Electronics",Opened
ebf97a02-057d-4b90-9380-15fa7f01dae4,2025-02-01,20,1093.49,"Electronics, Clothing",Converted
2819d580-7be4-4701-ba29-5cb66972ba6c,2025-02-01,11,145.24,Groceries,Opened
ecc926d2-6cad-404f-9628-f199c321c36e,2025-02-01,16,1223.07,Sports,Ignored
04428900-c12e-4c33-99f3-e4042f03c93c,2025-02-03,13,1129.33,"Furniture, Sports",Ignored
4612f889-3d9f-4ea5-8131-eaf4427b8bd0,2025-02-02,9,1531.91,"Clothing, Health & Beauty",Converted
ea160a53-1088-457e-a9e8-81149dfeb022,2025-02-03,6,331.88,"Electronics, Groceries",Clicked
7b962fbe-0e11-4c2b-9fda-cdb551f6c9ad,2025-02-01,14,535.32,Clothing,Opened
ad773e52-be67-4735-81d8-d2eaa8a42045,2025-02-01,3,886.87,Health & Beauty,Opened
e2356bac-f95f-43a7-8f38-4858e4456440,2025-02-03,5,1461.76,"Health & Beauty, Toys, Electronics",Converted
0ef40ebd-c1d8-4e27-8d33-d55dc0d4593f,2025-02-03,19,800.66,"Clothing, Toys",Ignored
14ca7059-001c-428d-8a77-6c37f4b3b056,2025-02-01,7,1964.94,"Toys, Electronics",Clicked
69b8aa4d-b17e-4336-b831-fe201519bc94,2025-02-03,13,973.74,"Clothing, Furniture",Converted
f577eb7a-f096-4e27-ada8-ebc1ee767a8a,2025-02-01,1,1041.26,"Groceries, Health & Beauty",Ignored
a9bc4e2e-dae8-479d-a83f-905c6f2efb68,2025-02-03,3,1868.67,Sports,Clicked
ae5f7f4f-c51f-4c0f-98a0-91ca3359886d,2025-02-02,1,78.98,Furniture,Ignored
650e35fa-74cd-4527-89cc-ce40abf85c37,2025-02-01,10,823.31,"Toys, Groceries, Clothing",Ignored
05f1f54b-0311-474e-ba84-b590449f4ef6,2025-02-02,3,288.83,Electronics,Converted
77166f19-2ee3-4f25-8245-22d239c0f1f0,2025-02-03,18,1233.51,Health & Beauty,Opened
44c4d1ff-2f16-4f59-b87a-db45ee86974b,2025-02-01,19,251.95,"Toys, Electronics",Clicked
be867b41-785a-42c8-b165-26525744addf,2025-02-02,6,228.88,"Health & Beauty, Books, Furniture",Converted
934f5c57-bac1-4d54-964d-068b7b26c540,2025-02-01,5,347.61,Furniture,Opened
537ec475-e9c1-4637-9b27-29f3ac38e0e3,2025-02-02,12,1767.4,"Electronics, Health & Beauty, Sports",Opened
ae7c1307-956b-4740-86b5-0ad628ddf515,2025-02-02,14,1624.63,"Books, Electronics",Converted
5c3d9538-5cff-4338-9c00-8409e7a41832,2025-02-02,11,1372.09,"Groceries, Furniture",Clicked
2902e758-11bf-48de-97dc-4bd5da3dc8eb,2025-02-02,20,1931.97,Electronics,Converted
7432f51c-1ddb-4823-ac79-6baf7cd86722,2025-02-02,5,86.7,Clothing,Opened
211abe4b-9a42-4d20-ae76-8ee84599b427,2025-02-03,6,588.97,"Books, Clothing",Opened
64e63032-bfde-46f9-b58c-123da0ffe400,2025-02-03,15,1776.93,"Toys, Electronics, Clothing",Opened
d71db50f-4cda-4656-b0a0-e8462e9cfe2c,2025-02-01,12,765.8,"Sports, Books, Clothing",Opened
98686a1c-1a34-4532-9425-95932e3b29da,2025-02-02,14,726.4,"Books, Furniture",Converted
586bd78c-5b04-4140-882d-5fdf8366cdf5,2025-02-01,15,995.34,"Books, Health & Beauty",Converted
9fff8502-33a5-4b44-a0d2-e3ca879b23e8,2025-02-01,2,1462.76,Groceries,Clicked
ae84ee37-c330-4942-ab54-37eab20548c5,2025-02-03,18,259.6,"Sports, Groceries, Clothing",Opened
52b60a5b-53d1-429d-8f29-11783bac58e2,2025-02-02,8,1742.9,"Electronics, Sports, Books",Opened
041d79ef-50b4-4fd4-9f81-93b416498634,2025-02-03,20,1390.01,Electronics,Ignored
9bdc98d9-8ab8-4963-a51d-589a490e0e4a,2025-02-02,20,1718.59,"Books, Health & Beauty, Furniture",Opened
570ba9cd-23e3-4cdf-bff2-ac6be7f82064,2025-02-03,13,1215.79,"Health & Beauty, Toys, Sports",Ignored
d5ee5268-d55f-4db2-8504-b3bd710b3120,2025-02-03,14,1866.26,Electronics,Opened
a15ce4ba-8c3b-419b-bef8-842d0b2498fb,2025-02-01,5,1368.02,"Electronics, Groceries",Opened
810bbb58-f5b6-4f2c-8158-e5bf6766070b,2025-02-02,19,517.23,Electronics,Converted
367d700b-07f5-4986-9a2c-5edb73ae3a53,2025-02-02,11,103.94,"Health & Beauty, Clothing, Groceries",Ignored
6f2aa148-de09-4a1f-a175-114443e4b4e4,2025-02-02,2,810.74,Sports,Ignored
0f5a3843-0eb6-4b85-8fe3-ac5f1c820349,2025-02-02,1,1584.8,"Sports, Toys",Clicked
c7a95118-a5f6-460b-8f19-4620218173af,2025-02-02,9,150.67,"Sports, Books",Clicked
a1e504c8-fb85-4392-9287-9546e01a8836,2025-02-01,16,1072.22,"Groceries, Electronics",Converted
cc7edf99-e615-4a64-9ce4-d72ad07089f5,2025-02-01,17,1924.98,"Groceries, Electronics",Opened
74365fb8-86ff-4c76-b8ef-5f04754b685a,2025-02-03,4,1779.76,"Furniture, Electronics",Converted
f423f85a-385d-4a57-b5bd-870a271258b3,2025-02-03,12,1116.99,"Clothing, Health & Beauty, Books",Converted
90d573b4-c39e-42f6-bb8c-42659e2ebe06,2025-02-02,16,800.76,"Sports, Books",Ignored
bf19b6a7-337b-4627-a90a-b1d6e7ea0da3,2025-02-03,8,1956.6,"Toys, Electronics, Clothing",Converted
2e5c65d9-941a-41c5-bd1f-8be20da31e49,2025-02-02,4,447.28,"Electronics, Toys",Clicked
b17ffde6-d4df-44b4-b50e-1e4fb58ab104,2025-02-01,2,1956.76,"Clothing, Sports, Furniture",Clicked
a901fba8-6ab3-46bd-b2fc-c13ee6468796,2025-02-03,13,1069.59,"Groceries, Furniture, Books",Clicked
c7274a79-9054-4914-a2c4-d794cbba3b1c,2025-02-01,19,1897.64,"Electronics, Health & Beauty, Clothing",Ignored
69c030d7-5caf-41e4-a541-c71f989dc707,2025-02-03,15,1108.39,Toys,Clicked
3cd91715-49e9-457d-abb6-7d26ea0935c2,2025-02-01,18,1871.86,"Health & Beauty, Groceries, Furniture",Ignored
8ee7781f-7f12-4684-af9a-de8d759ba753,2025-02-02,13,973.74,"Books, Groceries, Toys",Opened
d141c819-f140-4a9e-a99b-2b3bf320f366,2025-02-03,18,424.46,Books,Opened
a1c16bb4-e833-4678-9fbd-8457345bad43,2025-02-03,4,1694.92,"Groceries, Books",Clicked
82dbd329-55df-418e-9b8c-25fdac91e691,2025-02-03,13,1091.49,"Clothing, Sports, Books",Converted
16d67e62-9c56-4ec7-a9a3-e6f4e00f2302,2025-02-01,19,64.0,"Toys, Groceries, Health & Beauty",Opened
cae71bc8-d801-4684-88fd-ea904e9167ed,2025-02-02,2,1544.98,"Sports, Health & Beauty, Electronics",Ignored
4fb9fccc-0088-49a0-b149-e616982beee5,2025-02-03,3,719.44,"Furniture, Health & Beauty",Ignored
871bc137-2332-4352-b79f-3091e21903c2,2025-02-03,8,1598.26,"Groceries, Books, Electronics",Opened
d2cc49a2-1bff-4f7b-a841-ce4e3c84f1e9,2025-02-02,3,1536.4,"Health & Beauty, Toys",Clicked
a01a9b8e-631c-419a-a8ff-59547731a682,2025-02-01,17,1423.64,Sports,Converted
a8ae22ff-f00c-4992-9f43-46e8257d844b,2025-02-03,13,1048.4,"Health & Beauty, Toys, Electronics",Ignored
4c9f5157-919b-4f8f-9b80-8f9bb9a32910,2025-02-03,16,1484.24,"Sports, Groceries",Opened
450bba18-c130-4f31-9c16-944a0432d479,2025-02-03,4,1675.19,"Books, Electronics, Health & Beauty",Clicked
11ec71c1-7daf-498d-94e3-97b5fc06f714,2025-02-01,4,1313.7,"Health & Beauty, Books",Opened
7a5b70a3-9cb5-4b3b-afc5-c32d4f5d271b,2025-02-03,14,708.95,"Health & Beauty, Books, Toys",Opened
21a15b27-516f-4230-9614-3f5917532671,2025-02-03,1,1324.97,"Sports, Electronics, Groceries",Opened
4bb14fe4-90c5-4583-91d7-e25ed9dd67bc,2025-02-02,9,1906.26,Toys,Clicked
0b9af595-a73f-49d1-b2be-518217059a2c,2025-02-02,5,444.57,Furniture,Opened
0b297fd0-55e4-4f72-9a95-729be98e864d,2025-02-01,15,1778.56,"Health & Beauty, Groceries",Converted
577223ac-0edb-4509-8678-8ffb4c6b931b,2025-02-02,5,1347.58,"Clothing, Health & Beauty, Toys",Clicked
fd6dce93-f8b9-4b62-b81e-c4e36673fdd1,2025-02-01,13,310.02,"Clothing, Furniture",Ignored
cdcd4c5b-26d1-45cf-9533-c5369d94fc11,2025-02-01,16,1409.49,Books,Clicked
ddebda70-e3af-43b8-8930-dc0e0634fc39,2025-02-03,7,1472.26,Sports,Ignored
b3e7b704-bf97-40d0-b17f-103e83aa552f,2025-02-03,4,1713.37,"Electronics, Groceries, Clothing",Converted
729251c8-39e3-4d1d-950a-4ac5f6ebe3b6,2025-02-03,8,1967.48,"Groceries, Furniture",Ignored
43b73c49-de18-4e37-8f0f-78c06c0e3910,2025-02-01,8,1126.29,"Toys, Groceries, Furniture",Opened
a82094d5-1cd5-4129-8f50-c7df7da7da4b,2025-02-02,1,1931.24,Sports,Clicked
72c2c4e7-59bc-49d1-beb8-6aa86dd3d7c2,2025-02-01,18,174.08,"Groceries, Electronics, Clothing",Opened
47b3d85f-000b-4a9b-a312-91adc6f285ad,2025-02-01,11,1235.48,Health & Beauty,Ignored
aed68b8a-97b8-48b7-bc73-df488d5afc75,2025-02-02,11,383.45,"Books, Electronics, Health & Beauty",Ignored
2654f614-4af0-4513-9bce-675062fef656,2025-02-01,18,679.48,"Health & Beauty, Furniture, Sports",Converted
d0620316-546b-48f6-93d5-54a769f44392,2025-02-01,17,500.62,"Furniture, Groceries",Opened
5e8d9060-40f7-4150-9692-f724beaca15c,2025-02-02,8,139.03,"Sports, Furniture",Converted
568da497-d06d-4d12-9334-588237cf7c10,2025-02-01,20,1024.76,Furniture,Ignored
558787fc-0e1a-4729-b8c8-256f0d7a8ce5,2025-02-03,19,722.34,"Groceries, Health & Beauty, Electronics",Opened
6b2d23c4-3e89-42b9-80ae-5c6b41c44c25,2025-02-01,11,1855.9,"Electronics, Furniture",Opened
af29ea1c-9204-4f01-9c5f-ff6720d1758c,2025-02-02,10,1719.02,"Electronics, Books",Converted
c6ca728d-dca2-4fc5-ac5d-73070f20cf75,2025-02-03,13,77.8,"Groceries, Clothing, Toys",Clicked
15cd2d71-ec23-45e8-98be-4d775313d944,2025-02-01,9,618.46,"Sports, Health & Beauty",Clicked
8f4bd4e2-fe59-4fae-9665-0594f9674155,2025-02-03,5,755.02,"Clothing, Electronics, Sports",Clicked
11c64d7a-9a21-47f4-9631-65e0706182be,2025-02-01,10,349.53,"Electronics, Books, Toys",Ignored
444976f8-3a78-48d6-aea6-7e87fdc68905,2025-02-01,15,303.43,"Books, Clothing, Groceries",Opened
a37a860a-94f6-4fbc-9f5d-70b525989851,2025-02-03,3,1573.09,"Clothing, Groceries, Electronics",Opened
305fda5b-0c4f-4364-807a-c841b26787a0,2025-02-02,13,545.03,Clothing,Clicked
599b3db5-f04a-42d3-bdd1-2214782444d9,2025-02-02,3,1538.26,Health & Beauty,Converted
ff8921a5-4715-4966-a81a-684866972794,2025-02-03,2,1382.77,Books,Clicked
9724e7bd-0af6-4e5e-953f-22dc9eca756e,2025-02-01,3,1047.11,"Groceries, Health & Beauty, Furniture",Opened
0c7defce-39f2-4e59-bd19-e20b16ce1818,2025-02-01,16,1421.59,"Groceries, Sports, Furniture",Converted
9f2b3f1a-c277-4537-bdd9-7e40b7c730c4,2025-02-01,14,123.99,Clothing,Ignored
fc475e4a-79d0-4247-b9c0-b02c1b892b87,2025-02-02,19,312.34,Electronics,Ignored
a99f937c-26c2-4153-b9c2-c8f6f7f13533,2025-02-03,3,102.76,"Health & Beauty, Groceries",Clicked
09a30883-c06b-45a8-ae09-7a116b39a036,2025-02-03,15,596.95,Sports,Converted
512b9dce-a5f1-428f-8f15-6afb855b08d6,2025-02-02,2,1812.15,Electronics,Converted
bf8e725f-3bc0-451d-aa16-1140dc8319cb,2025-02-01,1,1240.27,"Books, Toys",Clicked
3443f0ad-ec39-4f22-8129-72a6c1474ed2,2025-02-03,16,1303.18,Electronics,Opened
fd83afa3-ebf8-46ca-9318-04c7ed573a36,2025-02-02,3,1477.9,"Furniture, Sports",Opened
aab1694e-35ac-44e8-bf62-b262f8663a6c,2025-02-03,3,1538.39,"Books, Clothing, Furniture",Opened
f972f7c1-2402-49f0-81be-d0f126dabdd2,2025-02-01,10,1125.28,Toys,Opened
b7b90326-90c0-478d-8248-2952d058846e,2025-02-01,11,1559.88,"Sports, Furniture",Converted
2f9ed3f7-0df6-49cd-bb43-6016ba1217e8,2025-02-02,20,651.97,"Books, Health & Beauty",Opened
54d20116-66b9-4677-9a04-0c53f0bcb2f8,2025-02-02,18,1255.47,"Health & Beauty, Electronics, Groceries",Clicked
dbdcfa4e-caa6-4e7d-a4b2-574a279ecc6f,2025-02-03,12,1234.57,Clothing,Ignored
775fa1d5-bb11-4dc4-9269-0412df95be5a,2025-02-02,17,1542.56,"Groceries, Books, Electronics",Clicked
28334c2a-9009-47f3-ae61-eb23bf18fb55,2025-02-01,6,390.55,"Groceries, Electronics, Books",Converted
5600fcdb-a4b5-402b-98b2-4e3cbc2ccad8,2025-02-01,13,948.71,"Books, Groceries",Converted
f28341ff-737b-4dae-afef-c6028cc2ffd7,2025-02-02,2,257.5,"Toys, Electronics",Converted
cec5bc7d-bd90-4730-a39a-707832c383b4,2025-02-03,14,1359.49,"Electronics, Toys, Furniture",Converted
e53a515a-c2a2-47ae-8dc5-e88ecb048219,2025-02-03,16,279.71,"Groceries, Books, Furniture",Clicked
74dd5b84-0dc7-44fb-a1b9-47337873677a,2025-02-02,17,1612.54,"Toys, Health & Beauty, Sports",Converted
b2196d4f-ef1d-4c1c-9377-ab9b27175fc3,2025-02-03,18,1791.06,"Clothing, Books",Opened
734c4ca2-7c1a-45c0-a339-31671a9e355a,2025-02-01,6,1673.24,"Health & Beauty, Clothing",Converted
6db8d8ee-0171-48fa-b7db-df3c469b9964,2025-02-02,5,1807.29,"Sports, Clothing, Electronics",Ignored
f864b887-c127-4511-bce4-ecc77b741a11,2025-02-03,7,1686.24,Books,Ignored
ec10e4f9-741d-4149-b764-87611439081f,2025-02-01,18,217.45,"Groceries, Sports, Books",Ignored
7bf026d4-8c82-4df9-8c2c-b41afad1d93e,2025-02-02,1,1190.85,"Electronics, Books, Groceries",Converted
f46ac717-b7fc-4fcc-a0be-b5c52b43dda6,2025-02-03,3,1923.66,"Clothing, Electronics",Converted
ae2f699f-5ac4-4b9e-8679-e887fd9f3788,2025-02-02,16,1451.16,Toys,Clicked
223fd740-802c-40b8-9b16-4ae2d4bc14a6,2025-02-02,8,539.77,"Health & Beauty, Electronics, Sports",Ignored
24cb4690-493e-4e0f-9ebb-35527800a586,2025-02-02,11,1504.93,"Electronics, Toys, Clothing",Clicked
19bacb19-73ac-4276-89bb-1eb0529f94bf,2025-02-03,9,1899.7,"Books, Health & Beauty, Groceries",Ignored
f46f2bda-ade2-47ae-990d-19852d37d239,2025-02-02,4,677.3,"Groceries, Toys, Clothing",Ignored
eddd983a-47f3-454b-b0bf-df2c8b05b20e,2025-02-01,1,1529.52,"Toys, Clothing",Ignored
23785c28-5cbf-4888-99a1-ac5cd834dc47,2025-02-03,20,1618.2,Toys,Clicked
b5f95633-2904-4291-8ef5-5af1d4a9aaca,2025-02-02,15,1413.27,"Sports, Books, Furniture",Clicked
eafb9569-f45a-40a5-9fe6-e8c97c9cf1f6,2025-02-02,13,1368.01,"Books, Furniture, Health & Beauty",Clicked
b097a976-4b4e-494b-8bc6-1fe679114a3e,2025-02-03,16,710.9,"Clothing, Electronics",Clicked
0a753378-d296-4343-96ef-6c1be5eb5145,2025-02-03,6,1776.65,"Books, Furniture, Clothing",Converted
7b8af054-e4bb-4431-b204-3c9bd0e34d99,2025-02-02,14,1578.4,Groceries,Opened
f2bc1fa4-b619-4a1e-8ad9-a7e1fa5d3d70,2025-02-02,7,1085.84,Health & Beauty,Opened
70144f3f-67ec-4ed1-a7d7-1280533260da,2025-02-01,14,412.21,"Health & Beauty, Books, Toys",Opened
66f91c51-b921-4f46-8b8f-c04de72ffee6,2025-02-02,6,1628.35,"Books, Toys",Converted
3e5f9059-e4a1-4d24-9bdc-8f21956408a6,2025-02-03,7,1264.01,Health & Beauty,Clicked
8f1da24c-a89f-4d82-bb85-78b45fa3cc37,2025-02-01,7,1708.63,Furniture,Clicked
daa59e87-ffe0-4db1-b7c2-f874d40649c9,2025-02-01,19,760.9,"Clothing, Toys, Sports",Ignored
79f3ff3d-d51f-4abf-8161-bf7f8bd06a11,2025-02-03,1,605.16,"Groceries, Toys",Clicked
194a400a-f997-41d1-89a3-15f1b15b08ba,2025-02-02,16,1478.89,"Sports, Books",Opened
c0b17767-b67c-4d9e-8a04-413dd5e50b7a,2025-02-01,13,460.4,"Clothing, Groceries",Ignored
e3104132-db28-4a2a-86dd-323bfe515198,2025-02-03,7,1557.9,"Sports, Clothing, Health & Beauty",Converted
d3dee20b-c0a7-42ac-a24c-15eb9902f780,2025-02-01,6,929.31,"Sports, Clothing, Toys",Clicked
8e3dfdaf-8d68-4e36-ab86-0b7dbcb411cd,2025-02-03,11,1195.35,Electronics,Converted
2a6e10f5-f440-44af-83fe-29b7f5053b49,2025-02-03,19,1218.2,"Groceries, Clothing",Converted
51f13f1d-250e-4ebd-8c9e-0b5f2dbf284f,2025-02-02,1,833.15,"Sports, Clothing, Electronics",Opened
f1d079ed-e983-4fa8-841b-daa770e67787,2025-02-03,2,1541.41,Books,Clicked
ec2bd267-4122-4c8f-b5ee-8e4814cc83ef,2025-02-03,8,631.63,"Clothing, Sports",Converted
4e55c1ff-c7ca-4f24-873c-60729328b368,2025-02-03,2,770.44,"Groceries, Toys",Converted
31b8c530-f52f-4e72-bd73-62bd4a02e9d8,2025-02-01,9,290.83,Books,Clicked
5367fd8e-9814-4054-8ce6-a2c066e42e71,2025-02-01,13,343.97,"Clothing, Furniture, Electronics",Ignored
9b66e18a-f63e-4500-b7e1-7956f6fce6f6,2025-02-02,20,1265.36,"Health & Beauty, Toys, Electronics",Converted
8ca1d82b-ccd0-4b6e-a470-8efa9f67d53e,2025-02-03,4,454.65,"Furniture, Electronics",Opened
a26f7617-82c2-4e81-9fe7-8b54eaf605e0,2025-02-02,6,666.32,"Clothing, Furniture, Groceries",Converted
a6af090a-585d-4ad1-a409-101b097b2d82,2025-02-01,16,145.42,Furniture,Clicked
07e8a7ea-a901-4985-937b-d8dffaf3a276,2025-02-03,7,1429.6,"Sports, Books",Converted
6d69d5d0-8207-4728-9f79-318ccbe6af0e,2025-02-03,15,1643.87,"Health & Beauty, Electronics",Ignored
d42daae4-a760-4f58-bf75-9c00b009489d,2025-02-02,17,1857.13,"Toys, Books",Converted
4e02d04c-e2cf-4bcd-89de-11d0f0dbe4fa,2025-02-02,14,598.35,"Clothing, Books, Electronics",Ignored
1a3dab22-9be4-440e-82dc-f8f958a04a72,2025-02-03,8,182.13,"Health & Beauty, Sports, Electronics",Clicked
00af2b35-1837-4dcb-8199-f6d862deef65,2025-02-02,18,628.66,"Groceries, Toys, Furniture",Converted
47302df3-ed20-4062-ba25-6fae7ad43f24,2025-02-03,17,1709.51,"Electronics, Books",Clicked
c4bcd4a6-3c52-46c6-8378-1aca457f32be,2025-02-02,1,961.1,"Books, Toys",Ignored
de1fadf0-f8db-4055-b194-5b276e82e0cd,2025-02-01,10,1163.22,"Clothing, Groceries, Toys",Clicked
9f5a0ccd-8a25-4db2-abb1-71125baa770b,2025-02-02,15,1331.69,"Groceries, Books, Electronics",Converted
08c9e2d5-ba4f-47ee-b45e-e848e0291690,2025-02-01,4,527.03,"Furniture, Health & Beauty, Sports",Opened
a8e28965-6ba6-4a7a-bf4d-8aeca2f17813,2025-02-03,5,187.85,"Clothing, Electronics, Toys",Converted
02605edc-f73d-4aed-b951-de1a055ebf7b,2025-02-01,2,554.79,"Health & Beauty, Books",Opened
01221e69-04cb-4833-9bfb-eabe8a63374a,2025-02-02,18,1406.64,"Sports, Furniture, Clothing",Clicked
8554038e-f67e-44bd-9d3a-05e58361f47f,2025-02-03,14,1835.4,"Furniture, Clothing, Sports",Opened
1648f57c-f2bb-49a0-bf08-493363ac1754,2025-02-02,4,1484.24,"Sports, Furniture",Ignored
0ad01779-8660-421c-9eb0-925c75654d15,2025-02-02,8,848.72,Groceries,Clicked
58a1ed21-dbbc-49ff-9b41-0f2c146664fd,2025-02-02,17,1845.64,"Sports, Groceries, Toys",Clicked
407fde6b-0537-41d1-900c-85dee8915eb3,2025-02-02,8,53.72,"Books, Clothing, Electronics",Opened
75b0308a-3595-4389-9877-0affdf4d2b43,2025-02-02,12,1011.6,"Electronics, Sports, Groceries",Opened
895d9010-d0bc-40a3-a669-198cf4cfa3b4,2025-02-02,5,1721.77,"Groceries, Clothing",Clicked
f0da75c9-816b-4c4b-ad13-68f9fc5a84c5,2025-02-01,18,1654.95,"Groceries, Books",Ignored
88ccd2b6-96d4-4e32-8c45-064987b01616,2025-02-03,7,243.58,"Electronics, Furniture, Toys",Converted
d06a30d6-ed89-43a9-8ad2-fdebc48cdfc7,2025-02-01,19,1325.82,"Toys, Health & Beauty, Groceries",Converted
67cc59aa-ca77-4425-a711-3f9b1af454d1,2025-02-02,16,1590.05,"Groceries, Health & Beauty, Electronics",Opened
3c5b9a74-c3d0-4529-9445-e662b712a4b5,2025-02-02,19,1899.93,Electronics,Converted
7b1a4167-c856-49af-bec3-bb513157322e,2025-02-03,12,1109.0,Toys,Clicked
dc8b538e-5420-4368-ae84-9989371a9929,2025-02-01,4,354.56,"Furniture, Health & Beauty, Electronics",Clicked
6a19ec7d-4d3c-4569-943c-38bc40c4cb20,2025-02-02,17,79.7,"Electronics, Health & Beauty, Toys",Ignored
ff8b6fda-7096-499e-86ab-b9a2a4820ab9,2025-02-01,13,977.38,"Books, Clothing",Ignored
da6b008d-2c83-4e12-8b6f-a66343d633ce,2025-02-01,14,1262.26,Books,Clicked
963a1e99-1ef9-4155-a069-01bc666ad4c2,2025-02-03,1,209.86,"Toys, Health & Beauty, Furniture",Clicked
65a1845c-203e-4380-b180-3e0cc450d5b3,2025-02-01,5,1130.03,"Health & Beauty, Electronics, Toys",Converted
a3433928-40d9-486d-b401-66ef54ef0df4,2025-02-01,15,1109.82,"Sports, Toys",Ignored
e8949925-0822-4e2e-8eb5-bd4f546302a1,2025-02-03,1,1178.8,Furniture,Clicked
b14d52e2-2214-44a5-9e11-0adeb6199c18,2025-02-01,5,560.76,"Sports, Toys",Ignored
6b6eacd6-c86e-43f8-8128-5b80e5aa2161,2025-02-02,6,274.0,Electronics,Clicked
280c20e5-c113-4485-a5da-fa902be3f551,2025-02-01,14,918.11,"Electronics, Toys, Groceries",Opened
be54910e-f577-45ae-bc4e-2d0ed4afe98d,2025-02-02,12,592.19,Furniture,Ignored
42c1eb64-3fc6-4d41-879e-b0ffec0afa59,2025-02-01,11,1313.66,"Health & Beauty, Sports, Electronics",Converted
96035d38-420d-4d44-b730-7a1eb1d2104f,2025-02-03,12,861.83,"Groceries, Clothing, Books",Opened
2346c5c2-5e29-4c2e-a724-c8e2e7f8220b,2025-02-03,2,730.2,"Furniture, Health & Beauty, Clothing",Ignored
eb91a62a-86d2-4874-98f5-cb5aa013b264,2025-02-02,4,1578.22,Sports,Opened
61dee802-bb96-4db6-8494-5652a3b98493,2025-02-02,13,1108.41,Furniture,Opened
733dd97b-279c-4d24-a5e1-440be95daf79,2025-02-02,14,1309.64,"Toys, Sports, Clothing",Opened
a59476a0-9fba-47a5-99d4-ae9ead32050e,2025-02-03,18,1871.92,Electronics,Ignored
81f9d68e-a077-41b4-8738-931b68a3d481,2025-02-02,8,1815.1,"Toys, Books",Clicked
cfee117a-3be4-467c-a100-bc6d5a932865,2025-02-01,11,1168.75,"Health & Beauty, Electronics, Toys",Ignored
199e05cb-a8c0-4276-9ebc-adc8895d1201,2025-02-03,11,952.9,Health & Beauty,Ignored
4ef4a443-ed4d-4436-a59d-18bc78bd7c04,2025-02-03,18,1574.31,"Sports, Books, Toys",Ignored
f97f51aa-4846-4ddb-9d07-b15241d478bd,2025-02-01,3,1709.86,"Sports, Electronics, Books",Ignored
adc9d72c-0ccc-4a76-9939-6e98837a5d37,2025-02-03,13,1996.55,"Toys, Clothing, Furniture",Clicked
9cbc65e8-3ab2-4136-9c9c-aa14e3e779f8,2025-02-02,3,901.93,"Clothing, Groceries",Converted
fa565481-d27e-43a9-8b56-813e687c4d07,2025-02-02,7,418.55,"Furniture, Health & Beauty",Converted
f84cd718-7420-42d9-ad9c-fb8967a57fe3,2025-02-01,4,1749.04,Clothing,Ignored
97a18c97-bfec-4a73-b404-0b917b4d8f6b,2025-02-01,16,1391.74,"Books, Sports",Converted
37395d8b-c6bf-4548-ab2f-87efe0ffa036,2025-02-02,14,1998.35,"Furniture, Electronics, Toys",Clicked
093a0ad4-a8d6-47be-a50b-37e4572fe468,2025-02-03,16,1677.52,"Books, Health & Beauty, Furniture",Opened
63d7b5d5-84db-481e-ad1a-363b20089aa8,2025-02-01,10,1111.62,"Clothing, Health & Beauty",Opened
e8369118-8434-4b5d-ac1b-2b747e3945fc,2025-02-03,13,721.05,Toys,Clicked
20445415-5d59-4390-8b54-7b5151f88119,2025-02-01,1,1678.64,"Electronics, Furniture, Toys",Converted
58a1acd7-c3e7-4ee5-81b2-e3e2e6012431,2025-02-02,4,1996.99,"Health & Beauty, Furniture",Converted
c435abf2-95f0-4581-9f85-3e74d241a4ec,2025-02-01,13,909.13,Sports,Clicked
51714420-c8f9-4324-ba3e-7fb1a36cf275,2025-02-03,5,712.22,Books,Clicked
813c8b17-d559-4e7e-b522-4e681eee72bf,2025-02-02,12,1264.87,"Clothing, Sports",Converted
90637fe2-e6e4-4bda-8027-28c56abbacf9,2025-02-03,1,1865.89,"Health & Beauty, Toys, Sports",Converted
13e3de19-8899-432a-80c6-ecf952078d27,2025-02-02,10,1206.03,Health & Beauty,Opened
ef6ae463-1e79-43b2-8afe-c161151657cc,2025-02-03,20,1645.29,Books,Clicked
9f126ca8-526a-4b82-b811-c6efceea9977,2025-02-02,5,1908.93,Health & Beauty,Clicked
e4d96646-10b8-4b33-ba5f-f262b5ec5158,2025-02-01,20,202.88,"Electronics, Sports",Opened
a4a6ffcd-a7f2-4fa6-a174-c74ba6c8340d,2025-02-02,20,1938.5,"Books, Furniture, Sports",Opened
7402eabd-3e5b-4476-846b-ea28dc760dc5,2025-02-02,18,184.13,"Furniture, Health & Beauty",Opened
0b46e2ba-1bae-4e90-845c-e2769c9f222a,2025-02-02,5,1313.47,Furniture,Converted
67ae00a5-3c4d-4fcb-9f95-956766e4fa80,2025-02-03,16,1609.73,"Health & Beauty, Toys",Opened
