Customer ID,Credit Score,Loan Type,Loan Amount,Loan Status,Application Date,Decision Date
2efd237a-ee4d-4e7c-aa2f-80c17094a1d0,434,Personal,29453.15,Approved,2025-02-01,2025-02-01
f6426b40-6a05-4761-9e2a-472ecb676448,379,Business,177892.53,Pending,2025-02-02,
dc7a79fb-bbc1-45c6-a180-556707a0c6b8,439,Student,25864.61,Pending,2025-02-03,
fd96ade0-38a3-4855-897c-14362958f13f,775,Auto,17374.32,Approved,2025-02-03,2025-02-08
e65195ff-6a94-4ac1-bace-4558ce2e6de2,392,Home,432939.9,Approved,2025-02-02,2025-02-07
aed564bf-e0cb-4bed-8395-e083bfc705f7,803,Student,7521.09,Pending,2025-02-03,
78ec413e-4033-454f-9095-5c6bf016bf1a,576,Home,187915.56,Rejected,2025-02-02,2025-02-09
6568ed6b-5597-432d-ba3a-f1b6b8b97638,644,Student,1556.47,Rejected,2025-02-01,2025-02-02
47ae4b1c-fc74-4745-90e0-eef99f03fc5f,553,Business,189921.48,Approved,2025-02-02,2025-02-09
c045cd9f-6c93-4c0e-8e97-7054f71ad801,835,Business,91576.75,Approved,2025-02-03,2025-02-10
a93dbf3e-856c-40e7-ab6c-cc170719c021,478,Home,90524.21,Rejected,2025-02-01,2025-02-12
89f8003d-7ea1-4d82-970b-1cb85b4f14db,379,Personal,33527.31,Pending,2025-02-02,
67fefb51-9030-4282-9b36-a3676be4baf9,624,Home,201179.07,Pending,2025-02-03,
74d3a8be-f1df-4ebb-9f3c-337890da88ea,474,Home,247579.44,Approved,2025-02-03,2025-02-11
3bc0ade3-c168-4b33-82e4-9307c832d5e5,368,Business,196308.27,Rejected,2025-02-01,2025-02-03
146102b0-dd32-4a4d-9a71-464299aea583,454,Student,14683.44,Rejected,2025-02-02,2025-02-14
5fd1a36b-ec89-4de5-8829-baeae10c43d1,438,Student,21204.41,Pending,2025-02-01,
70b44fb1-f2a3-4792-9ee7-d3c553f183c0,400,Business,76533.16,Approved,2025-02-02,2025-02-06
dbc314e1-40d1-4089-8f9b-fea660d58173,566,Business,164474.28,Approved,2025-02-01,2025-02-01
a2e972a1-e76b-4c9e-9a98-2da9d2eabf71,345,Business,177900.32,Approved,2025-02-01,2025-02-07
66dcee1e-7f15-48ce-936f-61c502c4d00a,328,Business,62010.7,Approved,2025-02-01,2025-02-06
235bc126-2959-4bf0-bf2c-cd8827e1b5e0,748,Student,2619.87,Pending,2025-02-03,
a4831b28-8c67-4fb3-a302-6ce4b2a29daa,752,Auto,23374.63,Rejected,2025-02-03,2025-02-15
c71e8238-d7d1-4723-b644-711d6cb5987e,667,Auto,18286.62,Approved,2025-02-01,2025-02-03
60a9a235-eec8-49f1-bf66-65308ea1ad29,350,Student,16129.68,Rejected,2025-02-03,2025-02-11
404f4afc-bcf2-407a-8935-eda647db5134,591,Student,6914.73,Pending,2025-02-03,
11a7f504-c4b6-4241-8bf8-76f96edce8c4,785,Business,121493.57,Pending,2025-02-02,
f69f6eac-27ce-4326-9c4f-acedd6def6af,724,Personal,36822.39,Pending,2025-02-03,
f2b44536-ce47-45a7-a061-6a186f6071c0,429,Personal,8931.82,Rejected,2025-02-01,2025-02-05
178b4747-2a9f-4085-8e84-ae389b2e60d5,646,Personal,9160.51,Approved,2025-02-01,2025-02-08
a4c617d1-f198-405e-aacd-afe76aabaa38,365,Business,39165.38,Approved,2025-02-02,2025-02-16
9713c7fb-d4be-4ca5-92db-eaea03b19448,651,Personal,30168.51,Approved,2025-02-02,2025-02-08
0ea07379-a58f-41d0-b0f0-1f8d9a247f0d,325,Home,470030.59,Approved,2025-02-03,2025-02-14
3fc9226e-9c2f-42a7-8dba-d3fc0f8d5ee6,730,Personal,42538.6,Approved,2025-02-02,2025-02-12
6c12b703-6a37-4d78-8cb3-99c7b7b05c8c,546,Business,181126.38,Pending,2025-02-02,
668b8060-007b-41e4-9062-377ee9d9d766,617,Business,11948.07,Pending,2025-02-02,
329d1c81-7430-4b82-8d22-8bf65f8a135c,821,Auto,10913.96,Approved,2025-02-01,2025-02-02
68d4435f-9275-4fac-8e3a-1288cf27e77e,534,Personal,17528.34,Approved,2025-02-02,2025-02-06
a18892c4-3f81-4113-833d-517c74689b83,512,Student,20546.14,Approved,2025-02-01,2025-02-02
3ee5d682-5ba0-4d20-b8ad-c1f4b730bd52,324,Business,27943.52,Pending,2025-02-02,
2811c174-3bbb-4ce6-9f0b-965a3224cd2a,611,Home,381560.23,Pending,2025-02-03,
d52f0b84-1f2b-4b6e-a1ea-77860f65960e,452,Business,176317.58,Approved,2025-02-02,2025-02-09
5d37e6a6-93dd-492e-a0fb-51c688271b59,756,Auto,24076.88,Approved,2025-02-01,2025-02-08
1da0e9a1-94b9-4bd3-91c9-62a3f73d3a1d,549,Home,431641.01,Rejected,2025-02-03,2025-02-14
ca87ca69-3b10-4ca6-82df-f95534486a29,410,Personal,47662.97,Pending,2025-02-02,
af64cba0-782a-45ab-8089-c2585cd17f1a,822,Home,481448.95,Rejected,2025-02-02,2025-02-11
3ef2d0d2-92cc-426a-9e25-b854299ffc36,509,Personal,40764.98,Approved,2025-02-02,2025-02-09
830e4029-6b65-4a1e-9f15-b93aee2a5ef4,704,Student,8006.61,Pending,2025-02-02,
27941b7f-a7ae-4e07-b36d-7e330be06103,698,Home,54048.52,Rejected,2025-02-03,2025-02-04
dd9d813a-e60c-4019-87f6-8a2f32cb5d78,500,Home,406445.91,Rejected,2025-02-03,2025-02-08
51ac27f3-7bfd-4a48-9463-fedfd5faab7d,676,Auto,15543.85,Rejected,2025-02-03,2025-02-07
ddd36554-781e-460f-9a57-4b9f103d8c77,475,Auto,24226.71,Pending,2025-02-03,
beb5e561-b77f-4565-b30e-255027db771d,672,Business,79743.28,Rejected,2025-02-01,2025-02-08
1314f789-363a-4d77-b79f-8fd259d32666,325,Student,11243.41,Pending,2025-02-01,
512f7471-39a8-43d8-8d31-7e2d3f1ad98b,521,Home,366619.66,Pending,2025-02-01,
5842fbdb-4491-410d-b620-192e8edde43c,752,Home,276355.34,Approved,2025-02-01,2025-02-15
2d361870-5a8e-4f9e-9e8c-782fa57ec513,639,Business,181154.87,Rejected,2025-02-02,2025-02-14
480d0cbb-b976-46ac-8595-bc161ef08d0c,304,Business,12493.91,Rejected,2025-02-02,2025-02-16
2d1aeaac-fa1a-4faf-91a9-77e95f95110a,411,Student,13558.31,Rejected,2025-02-02,2025-02-03
26967621-469b-4aeb-836b-40272fb8580c,818,Business,14160.73,Pending,2025-02-02,
4472878f-ee71-49bc-8c5d-b93bd1841155,737,Home,286797.69,Pending,2025-02-02,
048b2c2b-01df-41d7-a6fa-f8af7ee2a26f,318,Home,393093.82,Rejected,2025-02-03,2025-02-14
13260e7b-4c18-4d45-ad70-1624d05449e2,554,Business,166145.88,Approved,2025-02-01,2025-02-12
dadfb92d-0659-4155-9ff6-a50d98e1c409,696,Student,2383.78,Rejected,2025-02-02,2025-02-16
f1129b2c-452b-49c8-908b-c5e791c734b9,769,Auto,48866.77,Pending,2025-02-02,
3a603dca-09f8-4140-86e9-1c7a327bb790,389,Personal,37287.88,Approved,2025-02-02,2025-02-16
7e8f8b60-01b2-46b7-8b43-f91f574f9022,436,Student,7701.39,Pending,2025-02-02,
0c95818d-1678-48af-a6ab-cf890e446f48,495,Business,48045.57,Approved,2025-02-03,2025-02-03
a31082e4-ef46-4753-a5e0-2ee1c50f5843,487,Business,148144.99,Approved,2025-02-02,2025-02-12
e2f0d1d5-b003-4a92-b101-df62f445e2b6,804,Student,10083.43,Pending,2025-02-01,
6d38dc22-01a2-42b5-a61a-3bd7d7b48947,727,Auto,41345.37,Pending,2025-02-03,
a6776dda-fc4f-400c-8b6d-324fa9b7d69c,714,Auto,33755.8,Pending,2025-02-01,
72ab30de-69e3-49ea-b3d3-f8232d6e71f0,772,Student,26800.56,Approved,2025-02-03,2025-02-14
662b55e5-8ae5-49fb-8473-3d3a6dc9b485,567,Business,92724.56,Pending,2025-02-01,
a58cd0f5-1802-4dba-bae3-0f81a2435806,766,Personal,30903.32,Rejected,2025-02-02,2025-02-12
a8cfdee8-26e9-4e69-b3ac-ef699c8fc2d5,588,Personal,31407.6,Approved,2025-02-01,2025-02-04
2df83f26-0a32-4515-ab18-fbaca530fa86,647,Auto,33187.25,Rejected,2025-02-01,2025-02-06
2d6a0404-a9e9-4a33-ab3d-f06fc7ca21ee,814,Business,174306.94,Rejected,2025-02-03,2025-02-10
6cedd74a-22b9-404d-8f1d-632a051682f4,850,Business,128259.31,Approved,2025-02-01,2025-02-15
b44c1acd-98ba-48f0-8735-441b444f0f3e,626,Home,76725.85,Rejected,2025-02-03,2025-02-07
e5c4a280-d679-40ce-bffe-799301b5e799,802,Home,401321.57,Approved,2025-02-02,2025-02-03
2e1a06af-3b82-439e-82b8-952a8357402f,632,Personal,19419.55,Approved,2025-02-02,2025-02-09
6907c99d-1376-4035-9458-3dd3bc5b2323,707,Business,92936.28,Rejected,2025-02-03,2025-02-10
5679e167-9919-42f8-a973-869d2c76bec3,677,Business,81006.69,Pending,2025-02-03,
400f226f-9408-4844-8b4a-df58ac4d683c,525,Business,96043.13,Approved,2025-02-01,2025-02-10
de131397-4072-4504-8e68-98564f534659,555,Home,103369.69,Rejected,2025-02-01,2025-02-12
7c208960-96d7-40cd-89f0-5e464769380a,812,Student,11504.82,Approved,2025-02-03,2025-02-07
5b6b430e-0dc8-4787-b8cc-728fdab01ba3,433,Auto,27058.67,Pending,2025-02-03,
c8046bc2-81dd-4cfb-9295-0408ecd7fe44,695,Auto,41096.91,Rejected,2025-02-01,2025-02-05
1be1c80e-a753-4140-8bde-3acd8e647ba6,623,Business,46708.93,Rejected,2025-02-02,2025-02-02
f9822220-89fd-4421-ae4c-7ca23553aaac,660,Home,110095.44,Pending,2025-02-01,
f58ce385-cf3b-4366-ac56-7ba32ebf1a08,525,Student,9698.98,Approved,2025-02-01,2025-02-10
62e51bb2-334a-4335-810e-b536be1b54d7,701,Personal,10096.78,Rejected,2025-02-02,2025-02-03
148fec92-6384-4978-ad99-baf70699eee6,405,Business,100409.42,Approved,2025-02-01,2025-02-05
093b70c4-ad72-45c7-b314-82f53f21ca5c,665,Personal,40875.57,Pending,2025-02-02,
ec4a05fe-b62f-4952-ada8-9e36713cb7ec,359,Home,56379.94,Pending,2025-02-01,
8ec11991-89bc-4c49-8848-7561614cfcf7,530,Auto,15351.36,Pending,2025-02-03,
b47c544a-0e9f-4774-8502-11f8026de14f,395,Home,108112.37,Pending,2025-02-02,
6c0ef654-d250-4d2c-b821-d4f69f086ef4,547,Home,159577.27,Approved,2025-02-02,2025-02-02
1147506e-64cf-42f5-8286-7215cffd5c34,492,Home,189927.46,Rejected,2025-02-01,2025-02-02
b920c61a-a75c-4f1a-ba95-1dbfbe8fecc2,543,Personal,8898.92,Rejected,2025-02-01,2025-02-02
c85152af-7e36-4c91-9f42-1c443bd08c01,533,Personal,24439.94,Pending,2025-02-01,
de7e5134-1d2e-417b-980d-cacb4235ab10,566,Personal,29791.86,Rejected,2025-02-02,2025-02-12
80ff4b6a-5f30-4abe-9107-ecbd219feba8,494,Auto,33703.12,Pending,2025-02-03,
55e382d7-21ee-4a37-9eab-ce5bea6d4b0c,324,Student,18502.67,Pending,2025-02-01,
0c31467f-1fdf-442f-b9d4-bb29d746486c,407,Business,78702.54,Approved,2025-02-02,2025-02-03
59a6daf8-d331-4665-b6db-ce1bc04d254c,803,Personal,37705.98,Rejected,2025-02-03,2025-02-12
67b1c6c0-cba8-4a4f-b973-4a6c7ba48232,590,Business,64957.89,Approved,2025-02-03,2025-02-05
7c014c8d-6538-46bf-8bee-eadae1e380ec,579,Student,10288.14,Approved,2025-02-03,2025-02-07
8c2b2989-2f78-4f11-840f-269b25c9575d,504,Home,391421.31,Rejected,2025-02-02,2025-02-12
ed61b4e5-6c7b-40e3-a3c5-4597189fa6a3,822,Home,412569.77,Pending,2025-02-02,
047bf137-c30b-42d4-957c-e36b9db4cc83,460,Student,23499.32,Approved,2025-02-01,2025-02-14
f6fa98ea-bfdf-4f45-b61b-9db93a7d30ec,447,Student,8330.91,Approved,2025-02-02,2025-02-15
18ed0da3-7aeb-4b3b-b802-19e738a94157,594,Home,266750.28,Approved,2025-02-03,2025-02-13
57b0e835-a607-4d52-9554-a053bc09ec22,838,Auto,14372.76,Pending,2025-02-02,
d475770e-9196-4b0c-bd53-65fb88f581c6,720,Auto,17170.18,Rejected,2025-02-03,2025-02-13
87cf98ae-4fb2-4a0e-a40d-6a95a785651a,815,Home,137933.31,Rejected,2025-02-03,2025-02-10
f2717c34-cd33-4fa7-ac50-6f066a00026a,587,Auto,33885.35,Approved,2025-02-03,2025-02-05
4fd1619e-8a4a-47ae-ad75-f99014c5ea2f,822,Auto,34701.55,Pending,2025-02-02,
6a1516b9-e229-48ec-b5d5-58bbf55134c0,765,Business,117473.35,Approved,2025-02-03,2025-02-13
588af2cb-c5b1-4c2c-97be-ff580d7034b0,657,Business,51788.89,Rejected,2025-02-01,2025-02-06
384bf805-b043-4ab2-b29d-04d1c2d17bef,748,Business,104378.32,Approved,2025-02-01,2025-02-11
623edfa0-a8bc-40fc-8a88-669b8f820a55,460,Auto,23952.21,Pending,2025-02-03,
9b4347c7-03ec-4997-bfb4-d6f94ed67baf,572,Personal,41857.7,Rejected,2025-02-02,2025-02-08
ec7e1762-2a0f-4c74-b6cb-6a74fa0931dc,352,Business,27316.0,Rejected,2025-02-01,2025-02-10
2b9ac8fc-a4bd-4bee-b14c-38c3e966780a,486,Student,11877.84,Pending,2025-02-01,
3a46da9c-e843-44a2-bd02-33b1acdf057b,724,Student,9630.5,Rejected,2025-02-02,2025-02-06
e91f7ced-0482-4b34-b544-b1dbde0c6545,563,Home,226918.21,Pending,2025-02-03,
37559eb6-9a3b-4dba-b6ea-1b49b4e3f3dc,759,Home,409889.07,Approved,2025-02-03,2025-02-09
8f75c7d0-0eaa-462a-a84c-4da3c2fddabe,328,Auto,32374.34,Pending,2025-02-01,
699465d5-4277-491f-84fc-976e85db9248,356,Home,197953.42,Approved,2025-02-03,2025-02-07
f80daedb-bda2-48dd-9ea8-6b46b021e0d1,483,Business,61352.15,Approved,2025-02-03,2025-02-17
a94b92a8-aa0b-4dcf-befe-439ce6d32632,831,Student,18800.67,Pending,2025-02-01,
b1a34639-3be8-4125-973d-db8bc58a862d,839,Business,99929.41,Pending,2025-02-03,
3fb5eafa-7d06-45c2-b623-05718ed4163a,533,Home,362386.26,Rejected,2025-02-02,2025-02-02
a7b4fb74-c8e3-4b0a-8544-6ffc2d4d7e69,400,Student,28734.6,Pending,2025-02-01,
7ed31385-9273-42d3-b404-7edb91a139b1,508,Home,103889.31,Approved,2025-02-03,2025-02-11
3a601d95-59eb-4ab0-9fe3-d94ea235af79,611,Home,66587.01,Pending,2025-02-03,
2dc733ce-4f7e-4fe3-81f4-d982059ca798,511,Business,198786.56,Approved,2025-02-02,2025-02-14
d98be6bc-0783-467d-b2e4-d9233fd63097,627,Business,134659.66,Pending,2025-02-02,
ee6013fb-0b5a-49fb-85cc-1af4ac07ed47,546,Home,323170.77,Rejected,2025-02-03,2025-02-15
cd93f4c6-6f4d-4c22-b65c-f80ea0e7da50,519,Business,87314.99,Rejected,2025-02-02,2025-02-04
f7f213fb-bb38-4753-8fb5-d2f719d95a1b,315,Auto,46094.71,Rejected,2025-02-02,2025-02-13
0a7c789a-1409-4bc9-b123-65464715e3f3,774,Student,28888.88,Approved,2025-02-03,2025-02-06
79c81fcb-3880-4075-b50b-0df8e4d6ed91,327,Home,331608.56,Approved,2025-02-01,2025-02-12
adb073e6-2251-4184-b9c6-a2cb36114c31,323,Auto,33962.7,Approved,2025-02-03,2025-02-13
c76d3ca9-f8a2-4aff-b8c9-498b0c8a6545,704,Student,13748.8,Approved,2025-02-01,2025-02-08
eb8daeb7-daaa-462e-b0fc-4a3c88bb1304,817,Student,2461.0,Rejected,2025-02-02,2025-02-06
b53b08ef-8457-47b9-bac8-e7b1663710e7,734,Personal,46399.95,Rejected,2025-02-01,2025-02-11
6c8331ec-14f8-4ce0-ad15-02b807a94285,556,Business,162592.93,Pending,2025-02-02,
bde02bd4-79fe-4a23-ab0f-73f3cb0c44a4,597,Auto,32021.75,Pending,2025-02-03,
86b4eb40-e0c4-4ea1-b3cc-70eea56bfedb,354,Auto,46824.77,Approved,2025-02-03,2025-02-11
199cebba-5c50-437f-8464-e5d3f78fcaa8,361,Business,119164.56,Pending,2025-02-03,
c26caaa6-0dba-4797-8965-13cf4f86a939,430,Student,7307.66,Pending,2025-02-03,
44afdf22-c29e-451d-906f-4dd46b55568c,440,Auto,41006.04,Pending,2025-02-03,
1c567280-7ed8-4d3c-b7b1-d510f68e8509,565,Personal,41208.57,Pending,2025-02-03,
bad6a561-a2ab-463c-8003-87fbf96e532b,838,Student,5550.63,Approved,2025-02-03,2025-02-17
d541f0df-d431-4df4-adf0-cc28820efb2e,770,Business,86550.56,Pending,2025-02-03,
7d1631e3-f543-4c20-aa99-3515bb0df0f6,726,Personal,17489.13,Pending,2025-02-03,
cd4e348c-cc14-4824-b572-3e5f14906396,445,Auto,14127.71,Rejected,2025-02-02,2025-02-11
84d7f5bc-fb0c-41fa-a3c3-f8dfd4186788,493,Auto,19274.54,Approved,2025-02-03,2025-02-08
9332f8df-0fa0-4f03-98c8-0e4bafd72db2,375,Auto,27499.01,Approved,2025-02-02,2025-02-16
4400a96f-a4bb-47c1-bc73-25f65efa1df1,811,Personal,35755.5,Rejected,2025-02-02,2025-02-16
03777bbc-4c57-4476-b2fc-801d90581a9b,471,Business,101978.69,Approved,2025-02-03,2025-02-10
8aa1e6f8-4ec1-44bc-8ad7-db585f18ca20,757,Personal,11211.78,Rejected,2025-02-01,2025-02-09
e646f8a1-d58a-433e-a315-eec72d6b686f,775,Home,164724.0,Rejected,2025-02-03,2025-02-06
d9ac63a4-f0cf-4310-b51a-b636b1a7dfc1,566,Home,66813.87,Pending,2025-02-03,
0cfb5bcd-1da0-4a1b-b9f4-2a7d2cf51286,782,Personal,38099.18,Rejected,2025-02-02,2025-02-02
9447d461-f94a-457a-be4f-49486fc68644,471,Business,145961.28,Approved,2025-02-03,2025-02-07
335334da-6201-4b89-af0c-ef27c54bcbd8,850,Home,276305.26,Rejected,2025-02-03,2025-02-07
6d14a0f7-fd16-4244-adb4-acd39ef2773b,378,Student,21318.12,Pending,2025-02-03,
622810dc-3ebb-474f-abea-ac1b1e8e6fa4,466,Auto,26940.51,Pending,2025-02-03,
01129ef3-056c-47f6-a197-d1f9a798645a,460,Auto,15965.02,Approved,2025-02-02,2025-02-13
133b5f09-58a5-48d9-af8f-adfdb8877e77,613,Auto,36458.31,Approved,2025-02-02,2025-02-16
785a5df3-2d3a-4387-b8e8-d9d2c10d5831,782,Personal,21755.02,Pending,2025-02-03,
4c23fd42-6bc8-4fea-9ac5-bc4c0b29a6ef,830,Personal,23302.65,Pending,2025-02-01,
1ab529b3-2280-4434-8347-ccc292ad4819,797,Student,16618.1,Pending,2025-02-03,
5b703cd8-c27e-45ce-86e7-b9badfa8b35e,779,Auto,47519.03,Rejected,2025-02-01,2025-02-04
229a74e5-94c8-4af3-9029-4935fc8df591,512,Student,18456.95,Pending,2025-02-02,
1043e67d-df2d-473f-942e-200dc83691d5,354,Auto,42698.43,Rejected,2025-02-02,2025-02-16
c75555fa-7a41-43f8-8a36-210a79f67fc6,646,Home,411158.23,Approved,2025-02-01,2025-02-03
877bae2c-7ee4-41ea-bdea-b44d45ca9b7c,399,Business,64688.15,Pending,2025-02-02,
8ffc7c79-036f-4e92-a2ab-059f2cea06cd,556,Personal,40745.15,Rejected,2025-02-02,2025-02-06
5d7d1f54-c012-464a-be6f-dfa27a6e9b93,669,Home,114615.62,Approved,2025-02-03,2025-02-12
cc64eae6-d3f7-4235-997e-d24b8684d600,833,Auto,25467.7,Pending,2025-02-03,
63c5f365-0c0a-4ee0-abb9-7f3dd314dc40,500,Business,26622.68,Approved,2025-02-03,2025-02-15
2ec86a4f-56c7-4bbd-8044-8f7bb5a13e6c,837,Business,37241.63,Approved,2025-02-02,2025-02-07
fd9827f8-03c8-4edd-a8f0-23c2a1ecae88,363,Auto,12258.71,Approved,2025-02-03,2025-02-09
986f8344-f9ec-4c46-a37b-214deb76beed,390,Student,10505.63,Rejected,2025-02-01,2025-02-13
65ce27d6-7496-4a45-8b4b-b932f4fe172f,455,Student,12990.25,Pending,2025-02-01,
ddeefe93-e4bb-488f-8100-0b2900dd646a,846,Personal,44921.31,Pending,2025-02-02,
d575f3d4-c065-438e-ad0b-72b6cc2cfd46,549,Home,463212.94,Approved,2025-02-02,2025-02-10
9fc8f8e2-8af2-4b3a-9ef0-e7a7a27fce57,551,Auto,15034.44,Pending,2025-02-03,
3bc5fd01-9ab9-436c-a5e3-8c17e7cc9e10,555,Student,5624.98,Approved,2025-02-03,2025-02-07
7e3012da-746e-42be-95ef-bd49260fe427,449,Auto,47694.14,Approved,2025-02-01,2025-02-01
324a63f2-a47d-4736-8843-efec385e6aec,315,Personal,21449.1,Pending,2025-02-02,
9362f058-0aeb-48b9-821c-d0eaf5e1bc7e,640,Home,81444.73,Approved,2025-02-03,2025-02-17
86cd5fa5-4347-4c11-9524-c3aa155a7f35,638,Personal,18389.72,Pending,2025-02-02,
ca4dca58-fdcb-4a2b-8330-495f96999a59,519,Personal,43154.98,Pending,2025-02-01,
419b437a-8429-4ec3-93d4-0c34fcc15e51,689,Student,1316.66,Approved,2025-02-01,2025-02-12
d59290cb-6438-420a-a04d-59f0c9201447,427,Personal,14900.27,Approved,2025-02-03,2025-02-06
9cfa42f9-3301-4859-b8a8-75570ffdee65,822,Student,11968.22,Approved,2025-02-01,2025-02-14
bb3f8dfe-28e8-408a-993d-84baf1171bf2,775,Auto,13164.16,Approved,2025-02-02,2025-02-04
31446a11-8e2e-494c-904c-f94926c43bb4,350,Home,242142.27,Pending,2025-02-01,
e042a866-8e7f-4b60-bd08-7abea347778c,520,Personal,7460.62,Rejected,2025-02-03,2025-02-13
d652ad3b-9383-432f-be63-4556a2a6e925,473,Student,25004.55,Rejected,2025-02-02,2025-02-04
3244fb5d-5123-4959-9e28-9c9e9ceaed49,592,Auto,17221.98,Pending,2025-02-02,
a31c4051-d710-435a-91d3-5c48d4af903a,843,Student,16119.29,Rejected,2025-02-03,2025-02-14
c28ff921-9235-4fd9-9682-3cfbb55797cf,583,Business,182945.43,Approved,2025-02-02,2025-02-04
f62db7fc-6b5b-432a-9038-de3132989f8d,371,Auto,32471.08,Approved,2025-02-03,2025-02-12
bd9fd900-57cf-4dfd-b0f1-5bae7d9810b2,532,Student,9165.14,Rejected,2025-02-03,2025-02-13
034e5a03-72c7-4ed6-813e-98ced817da6e,486,Business,95385.23,Rejected,2025-02-01,2025-02-11
08d50cc8-98f9-428a-ab9c-22246c5a4f50,635,Home,478669.8,Approved,2025-02-02,2025-02-15
29c7805b-23d8-41dc-a47c-e0e98e93cfae,633,Business,32844.07,Pending,2025-02-02,
043e529d-fba7-4793-961f-661a3d610591,822,Auto,36118.1,Rejected,2025-02-02,2025-02-05
29ee759f-47ff-4b46-8e9d-aae6f67cb653,486,Personal,37100.17,Approved,2025-02-03,2025-02-06
052e6f16-a45e-44b1-99e4-335bf9218604,625,Student,4121.86,Pending,2025-02-02,
98321d62-f245-4449-b69b-e5300f33a3d0,388,Student,10492.96,Rejected,2025-02-03,2025-02-14
adba762d-977c-48f5-99d3-f7f44ddaf110,764,Business,199942.65,Approved,2025-02-01,2025-02-09
7f1bb4d7-d431-4cab-ba6b-348ca82482f2,804,Personal,29704.54,Approved,2025-02-02,2025-02-03
5197b75c-5cda-4a14-92e0-ab04a57a5148,690,Student,8737.38,Pending,2025-02-03,
d7593b35-9592-4efb-96de-b9f0d2ce52d6,689,Auto,17239.22,Rejected,2025-02-02,2025-02-16
8a1c226c-7ec7-4788-988e-28e80d405793,747,Home,240874.49,Rejected,2025-02-02,2025-02-05
d3fc9802-2c65-433e-8cf0-c9d5e0664338,677,Auto,27125.05,Approved,2025-02-02,2025-02-07
50633732-dfd2-4e7b-a622-2c3436eea44a,755,Business,190701.87,Pending,2025-02-01,
1e347533-50dc-45bf-a356-4f79a3033f21,344,Student,5029.11,Rejected,2025-02-01,2025-02-15
0bccf904-4d90-4349-a259-f8b61a573625,527,Student,11756.13,Pending,2025-02-01,
03bf508e-4ede-420a-8f4e-acb244609100,758,Personal,15930.69,Pending,2025-02-02,
7ec21113-bf95-4d76-88ba-9fc68991070d,657,Business,129959.7,Approved,2025-02-02,2025-02-13
39aa39f4-fbe0-4184-9746-c47039ef3fbb,645,Personal,7535.24,Pending,2025-02-03,
5094da55-8fa8-4553-bdfc-0a7c3e7d3517,849,Business,51785.62,Approved,2025-02-03,2025-02-05
cdfe273f-9887-438e-89d0-de6714381735,429,Business,183840.49,Approved,2025-02-01,2025-02-03
c1788b8d-cd20-47f4-82d1-4230ef356cdf,848,Business,20958.05,Approved,2025-02-01,2025-02-08
1739d128-7236-4c22-9081-e10f6c01abf0,584,Student,5895.97,Pending,2025-02-03,
811df3d9-75dd-4a3f-ac60-f8a3362aee89,522,Auto,19854.7,Pending,2025-02-02,
3ecd7e8f-51d1-433f-a2a7-7e27e6fea8d2,740,Auto,45865.07,Pending,2025-02-01,
dfdbe783-c1ec-44bc-acb1-e3259c1b95b0,636,Auto,36031.49,Approved,2025-02-01,2025-02-07
f26516c0-f65e-4884-8058-a4acfc435592,480,Auto,32179.38,Rejected,2025-02-03,2025-02-06
71a9be7e-576e-47a8-a2a8-b018ad7e36b5,491,Student,29402.16,Pending,2025-02-03,
9154a93d-bf45-4bc1-8702-f2367e299e40,402,Business,81106.81,Rejected,2025-02-01,2025-02-12
b6fcbd01-e5c5-440a-818c-405cfe9ae55f,398,Home,328136.8,Approved,2025-02-01,2025-02-11
49ee40cd-dc4d-4139-bf0f-769537478023,647,Personal,44295.48,Rejected,2025-02-03,2025-02-14
2ac4a909-718e-4894-9310-c33b2a829d18,672,Business,138434.22,Rejected,2025-02-03,2025-02-10
b25bc9d3-3921-40db-a5fb-af628bb0f2b5,435,Home,370753.45,Pending,2025-02-02,
c883bbfa-7bfe-445d-9b87-19ef025413b2,799,Personal,8629.06,Approved,2025-02-01,2025-02-15
ed17b9e3-2c1f-414d-ac93-cc638fd13a39,308,Student,29079.85,Rejected,2025-02-03,2025-02-06
ead2e3f1-6e78-4fea-bc4e-063c0e291ca6,395,Home,108393.13,Rejected,2025-02-03,2025-02-15
d477a345-bfb0-4272-b218-65640297e201,351,Home,195184.39,Rejected,2025-02-03,2025-02-08
eb37c271-3381-4c16-b242-7a4e8fd87031,790,Home,383251.62,Pending,2025-02-03,
17b33fb5-7ec8-4c4b-8192-070b0c038c46,832,Business,82880.71,Approved,2025-02-01,2025-02-01
a801bf7d-1517-43af-850e-736ec8537fda,437,Personal,14398.66,Approved,2025-02-02,2025-02-05
521ebd38-5a55-4826-a701-c6fc151c1fae,832,Auto,42789.53,Approved,2025-02-02,2025-02-13
d0201131-c23c-4125-a086-73a3fe16d09f,306,Student,27831.89,Approved,2025-02-01,2025-02-12
a0cdeed1-f358-4ed9-afa3-f04b53f67933,631,Auto,17865.83,Pending,2025-02-01,
2c958b8e-1eb8-4e7a-a7e1-05f858cd948b,639,Student,6577.56,Approved,2025-02-03,2025-02-13
b8c5eb74-42c5-4405-bbed-6b3dfd86dd78,835,Auto,43926.34,Approved,2025-02-03,2025-02-16
8189da05-79d6-42b2-8550-a51f72b8b903,761,Home,447257.99,Rejected,2025-02-02,2025-02-02
aa01fc14-261d-45a2-b7b0-aa9ef91d6fa9,810,Business,128217.29,Approved,2025-02-01,2025-02-09
